asin,title,price,imgUrl,productId,brand
BDQ30Y8SM1,Bell_OH-58_Kiowa,78.32,http://example.com/img.jpg,7021,140
RD281476CE,BenQ_S500,75.76,http://example.com/img.jpg,7032,142
LVIDV13GOT,Cessna_421,57.21,http://example.com/img.jpg,7710,202
NSR4W7SU5I,XGAM-71_Buck_Duck,73.34,http://example.com/img.jpg,16404,234
P281769KYR,Freightliner_Argosy,45.96,http://example.com/img.jpg,9498,266
W00BR39CM3,De_Havilland_Dragonfly,75.56,http://example.com/img.jpg,8483,274
B0GPQROLTA,Fiat_Tipo_(2015),132.09,http://example.com/img.jpg,8990,331
GF260RNCQ3,Ford_straight-six_engine,67.36,http://example.com/img.jpg,9485,354
OZH40GOXOR,General_Atomics_Avenger,73.33,http://example.com/img.jpg,9628,380
UKLDJZ78OP,Efika,87.54,http://example.com/img.jpg,8747,387
FQAZCDZG84,HTC_One_Max,25.58,http://example.com/img.jpg,9917,418
LE43GA2HVI,Hawker_400,32.2,http://example.com/img.jpg,9977,425
X28OBVBYJB,IAI_Nammer,44.07,http://example.com/img.jpg,10432,489
L236JEF7VA,Daimler_Sovereign,31.41,http://example.com/img.jpg,8359,496
LIEVDF4Z0B,LG_Voyager,90.62,http://example.com/img.jpg,11233,540
W0YNODBHQN,Mercedes-Benz_G-Class,90.36,http://example.com/img.jpg,12150,611
A2XWP03GSK,Mercedes-Benz_Citan,45.08,http://example.com/img.jpg,12136,611
FGYKCGV6AS,Mercedes-Benz_OM647_engine,53.35,http://example.com/img.jpg,12182,611
EDT4ETHKBA,Mitsubishi_B1M,105.87,http://example.com/img.jpg,12483,626
EZLJ528KPM,Mitsuoka_Ryoga,73.33,http://example.com/img.jpg,12617,631
NOO5BU9JJF,Pepsi_Twist,93.52,http://example.com/img.jpg,13280,708
IC0URP33S0,Peugeot_309,70.5,http://example.com/img.jpg,13326,713
UOJC2G4R47,Peugeot_605,24.03,http://example.com/img.jpg,13346,713
XV88VRK7VZ,Peugeot_E7,35.63,http://example.com/img.jpg,13353,713
XH3LQT2SOP,Pontiac_Star_Chief,64.67,http://example.com/img.jpg,13573,729
TVASLQKJQQ,Proton_Perdana_(first_generation),35.67,http://example.com/img.jpg,13661,743
J7AYQG2KY8,SNCASE_SE.3200_Frelon,94.95,http://example.com/img.jpg,14191,800
OMJHQT34WL,Samsung_Galaxy_Player,46.9,http://example.com/img.jpg,14332,811
RXHKX32EZ8,Shaanxi_Y-8,72.66,http://example.com/img.jpg,14687,826
P4403JN14K,Dual_Analog_Controller,72.52,http://example.com/img.jpg,8660,858
GKLD3JSWJE,Stinson_Junior,78.87,http://example.com/img.jpg,15075,875
THMZR4KT6V,IAI_RQ-5_Hunter,32.88,http://example.com/img.jpg,10435,891
S87LX5AHZJ,Toyota_Previa,14.77,http://example.com/img.jpg,15636,929
W777NMJB8M,Toyota_AA,38.39,http://example.com/img.jpg,15545,929
PCIH0DKYBC,US_Aviation_Super_Floater,75.61,http://example.com/img.jpg,15935,943
UPUR0282EL,US_Aviation_Cloud_Dancer,57.45,http://example.com/img.jpg,15933,943
GJWQEVX1CF,Volkswagen_CC,44.19,http://example.com/img.jpg,16060,978
YY340YYXLY,Airbus_A400M_Atlas,108.38,http://example.com/img.jpg,6166,43
TS7TF8X799,ALFA_Grand_Prix,31.45,http://example.com/img.jpg,5943,58
RYE7B5DUJ4,Arsenal_VG-33,55.06,http://example.com/img.jpg,6528,93
PBOB4TJZAG,BMW_501,92.82,http://example.com/img.jpg,6773,124
JPAJETO5B3,Bedford_VAL,36.14,http://example.com/img.jpg,6955,135
HD87W5BGKY,Boeing_Model_81,49.6,http://example.com/img.jpg,7240,154
XMB235BMKQ,Brochet_MB.100,27.91,http://example.com/img.jpg,7405,174
XI4UVBPVND,Iyonix_PC,53.32,http://example.com/img.jpg,10656,197
RF5W2Z9MAP,Chery_A5,45.11,http://example.com/img.jpg,7772,209
L3IOB4UC3K,Fisher_FP-505_Skeeter,102.27,http://example.com/img.jpg,9011,337
OYEGRPV8HF,Ford_Falcon_(FG_X),78.85,http://example.com/img.jpg,9298,351
C5M08BNWDY,Ford_Falcon_Cobra,41.95,http://example.com/img.jpg,9316,351
RQ51G0QV5P,Chromebook_Pixel,59.99,http://example.com/img.jpg,7931,402
D455JMJ6EH,Honda_S660,49.88,http://example.com/img.jpg,10259,442
QSNR9ABEDF,Ikarus_214,40.76,http://example.com/img.jpg,10545,468
MLNAFZ57BG,IAR_CV_11,72.4,http://example.com/img.jpg,10461,474
OROLZMBOQY,Just_Superstol,66.67,http://example.com/img.jpg,10916,507
WEOQGRPKZT,E993_series,22.77,http://example.com/img.jpg,8698,517
BIIC5MNC6M,Kayaba_Ka-1,36.56,http://example.com/img.jpg,11010,519
SQYHL0VGS4,LG_Chocolate_(KV5900),48.6,http://example.com/img.jpg,11165,540
S50NWMQZE5,Liberty_XL2,79.76,http://example.com/img.jpg,11402,558
CRRPRTURMO,Mercedes-Benz_W10,29.45,http://example.com/img.jpg,12215,611
I0HEBKAIGZ,Microsoft_Band,84.89,http://example.com/img.jpg,12374,619
U0C9MM8TZZ,Nissan_S30,52.55,http://example.com/img.jpg,12918,663
JA5K3YZXIX,OnePlus_One,89.23,http://example.com/img.jpg,13068,677
RGK7KU1O9Q,Opel_Kadett_B,79.96,http://example.com/img.jpg,13109,679
GK7YQQ10OK,Perodua_Myvi,50.18,http://example.com/img.jpg,13290,711
D11G6V1YS5,Peugeot_Type_57,31.11,http://example.com/img.jpg,13405,713
VHCOYKB5AT,Renault_Kwid,93.68,http://example.com/img.jpg,13834,763
VVEGS4CKNW,Bloch_MB.210,84.95,http://example.com/img.jpg,7128,763
W8MFQ7QX46,Samsung_Galaxy_S5,60.83,http://example.com/img.jpg,14345,812
VNT2Z2QHRM,NASA_X-38,48.21,http://example.com/img.jpg,12728,820
WLWW6QAKMX,Toyota_TAA-1,84.2,http://example.com/img.jpg,15670,820
FWU79R50LD,"Solaris_Alpino_8,9_LE",85.82,http://example.com/img.jpg,14952,855
FAZKNRR6Q4,Studebaker_Speedster,36.58,http://example.com/img.jpg,15100,881
H2RZJYG2S7,Subaru_Tribeca,34.8,http://example.com/img.jpg,15140,882
JLNT2ZQ06F,Tata_Estate,63.66,http://example.com/img.jpg,15325,898
FLA1CQ2I8V,Tupolev_Tu-141,59.57,http://example.com/img.jpg,15883,935
AUFHIY990C,UAZ_Patriot,25.58,http://example.com/img.jpg,15925,939
K3LYCPWF4M,Vauxhall_Viva,50.3,http://example.com/img.jpg,16022,965
YPFT0J7RUZ,Vauxhall_Magnum,41.69,http://example.com/img.jpg,16016,965
MLTIH4ZOX4,Volvo_B10M,100.15,http://example.com/img.jpg,16171,982
RDC9J95L4F,Volvo_SCC,24.9,http://example.com/img.jpg,16242,983
Q0B43C14Z3,ZIS-101,52.31,http://example.com/img.jpg,16471,1032
A2GTGN31AP,Colorado_Native_Lager,91.03,http://example.com/img.jpg,8059,4
G64WV3K32E,Acer_Stream,98.38,http://example.com/img.jpg,5992,10
QRBANFSV0O,Alenia_Aermacchi_Sky-X,39.22,http://example.com/img.jpg,6268,56
K5X46WHZPH,Alfa_Romeo_Brera_and_Spider,66.34,http://example.com/img.jpg,6335,58
I3LJ4XWNNV,Old_Crow,56.61,http://example.com/img.jpg,13026,133
LNE2OIACHG,Beechcraft_Model_17_Staggerwing,48.04,http://example.com/img.jpg,6972,136
MCX8DGRHBD,Boeing_XF8B,81.34,http://example.com/img.jpg,7276,154
YQ63TFSRQ8,Bombardier_CRJ700_series,41.89,http://example.com/img.jpg,7292,158
RX66G97GI5,Bristol_411,53.08,http://example.com/img.jpg,7351,169
J88HWO7A60,Princess_(car),33.05,http://example.com/img.jpg,13638,171
OU1LLJLUX5,Buick_Riviera,51.15,http://example.com/img.jpg,7523,179
Y5QAWR6SUF,Chevrolet_Series_490,23.51,http://example.com/img.jpg,7874,210
LHL883EEDF,Chevrolet_Series_BA_Confederate,108.06,http://example.com/img.jpg,7880,210
PWLJ4G6GOX,Humber_Sceptre,43.53,http://example.com/img.jpg,10334,218
MW6ZIG8THZ,ColecoVision,60.16,http://example.com/img.jpg,8052,225
ZFF1C3VPSS,Convair_990_Coronado,94.31,http://example.com/img.jpg,8087,234
NJ3SUC1JV4,Douglas_DC-7,68.63,http://example.com/img.jpg,8611,288
JGMPJXGQYU,Europa_XS,82.37,http://example.com/img.jpg,8810,314
N7742WDAZP,Focke-Wulf_Ta_254,58.87,http://example.com/img.jpg,9082,347
JZSGMN0LSC,Fokker_D.V,27.95,http://example.com/img.jpg,9107,348
F8D14Q89C3,Ford_Model_91,44.15,http://example.com/img.jpg,9365,350
NDMK2L5AGB,Holden_Commodore_(VC),50.3,http://example.com/img.jpg,10122,441
JW276C3Z1F,Holden_Coupe_60,40.35,http://example.com/img.jpg,10136,441
XYQZRBRV70,Huawei_Sonic,35.77,http://example.com/img.jpg,10315,448
ATY05A19EB,Hyundai_Gamma_engine,24.52,http://example.com/img.jpg,10361,457
EXI28PNZ0R,Ikarus_Kurir,72.51,http://example.com/img.jpg,10552,468
XGSLPE6YNV,LG_Extravert,28.15,http://example.com/img.jpg,11169,540
BBJCBA290B,Mercedes-Benz_W116,31.32,http://example.com/img.jpg,12224,611
A6CL2G1SQG,Nieuport_15,68.98,http://example.com/img.jpg,12822,659
WR7JQ04ERT,Panhard_24,35.48,http://example.com/img.jpg,13236,696
BH45IBZ6SQ,Pepsi_Max,44.11,http://example.com/img.jpg,13275,708
OCIGJY8LYN,Peugeot_206_WRC,71.01,http://example.com/img.jpg,13309,713
WGDQHFD5XG,Rocar_De_Simon_U412,56.92,http://example.com/img.jpg,14010,775
RD07ZNQHVN,Samsung_Galaxy_S_III_Mini,24.72,http://example.com/img.jpg,14358,812
J3B7AMVUYF,Short_S.32,28.62,http://example.com/img.jpg,14737,832
Z82ILHZGHL,Solaris_Urbino_18,48.52,http://example.com/img.jpg,14958,855
QF2G5GDE6S,Suzuki_Alto,74.07,http://example.com/img.jpg,15195,885
Y833B831AY,Diet_Coke_Lime,76.87,http://example.com/img.jpg,8546,914
YURXOB6NPL,Toyota_Mark_X,51.12,http://example.com/img.jpg,15626,929
NW063VA981,Toyota_Mega_Cruiser,27.29,http://example.com/img.jpg,15629,929
OLQ3SNGKPJ,Toyota_T_engine,196.86,http://example.com/img.jpg,15671,929
ZFWW00SQEV,Tupolev_Tu-116,58.81,http://example.com/img.jpg,15875,935
Y08FK85HWZ,4_III,50.45,http://example.com/img.jpg,13907,2
G65MBFTVXU,Acorn_A7000,72.18,http://example.com/img.jpg,6000,12
N3O0Z7CGW6,Aero_A.46,48.41,http://example.com/img.jpg,6077,27
S522LXOHSH,AIDC_T-CH-1,70.15,http://example.com/img.jpg,5934,33
QK7D6NIEMY,Airdrome_Sopwith_Baby,42.5,http://example.com/img.jpg,6197,50
TAZK1QAZRM,Birdman_Project_102,38.6,http://example.com/img.jpg,7112,147
TE66I4SUOO,Boeing_Model_203,34.49,http://example.com/img.jpg,7231,154
XG9DBHJTYG,Canadair_CL-415,32.23,http://example.com/img.jpg,7646,158
PA5DDZ0S9F,Borgward_B_611,23.58,http://example.com/img.jpg,7303,162
KO8JD47D1T,Buckeye_Eagle,29.44,http://example.com/img.jpg,7445,177
C8RP1J87PS,Volkswagen_Routan,35.93,http://example.com/img.jpg,16122,217
PDG8ASCVJ0,Jeep_Wagoneer_(SJ),31.18,http://example.com/img.jpg,10792,217
MX20CC97Z6,DAF_F218_series,51.52,http://example.com/img.jpg,8237,251
I9SXCFN1O4,Fiat_500_(2007),20.59,http://example.com/img.jpg,8946,331
P5OCK09NTB,Fiat_S76_Record,86.71,http://example.com/img.jpg,8987,331
VLG3249OCT,Focke-Wulf_Super_Lorin,56.98,http://example.com/img.jpg,9077,347
D13ZYKD9H1,Ford_Model_C,38.95,http://example.com/img.jpg,9370,354
T4G10FQD4T,Ford_Taurus_(sixth_generation),28.9,http://example.com/img.jpg,9445,354
L1IRZGBD6G,Ford_Fiesta_(first_generation),50.72,http://example.com/img.jpg,9321,359
F0RFHBKKYT,Handley_Page_HP.100,36.22,http://example.com/img.jpg,9941,420
ZYT489225N,Handley_Page_HP.14,28.88,http://example.com/img.jpg,9943,420
GX1EE8VKB3,Heinkel_HD_28,21.8,http://example.com/img.jpg,9991,427
PFLKNUKZVQ,Tokyo_Metro_05_series,64.84,http://example.com/img.jpg,15464,440
SILLCFLVRG,Honda_HSC,22.66,http://example.com/img.jpg,10224,442
QDGE2LFERY,Huawei_Ascend_P2,54.25,http://example.com/img.jpg,10300,448
FJVUF8V2UZ,Korail_Class_321000,26.29,http://example.com/img.jpg,11126,458
THMZR4KT6V,IAI_RQ-5_Hunter,32.88,http://example.com/img.jpg,10435,489
H618ZXO5R4,Kia_Soul_EV,16.52,http://example.com/img.jpg,11079,523
RRXZQJE0X0,LG_V10,25.18,http://example.com/img.jpg,11227,540
QOB6MWRE3T,Lake_Renegade,32.26,http://example.com/img.jpg,11262,543
CRHND7SOIW,Lanchester_petrol-electric_car,20.62,http://example.com/img.jpg,11294,545
WTUVIE5DEP,Vought_YA-7F,22.98,http://example.com/img.jpg,16263,563
LY3KDMTEX0,Space_Shuttle,54.73,http://example.com/img.jpg,15005,567
GSGB7M4P4F,Mercedes-Benz_R107_and_C107,34.67,http://example.com/img.jpg,12189,611
JDVD2F48QK,Mercedes-Benz_W189,68.26,http://example.com/img.jpg,12260,611
DPT7RH9596,Mitsubishi_2MR,38.41,http://example.com/img.jpg,12464,626
WUIWW0JCJM,Mitsubishi_1MF10,92.48,http://example.com/img.jpg,12458,626
FQXW4Z746Y,Opel_Corsa,32.35,http://example.com/img.jpg,13096,679
X7E6M7580A,Pontiac_Executive,39.81,http://example.com/img.jpg,13553,729
PQYJV29A02,Renault_Vivastella,95.47,http://example.com/img.jpg,13897,763
VXQ3N6NOFE,Renault_AHx,39.94,http://example.com/img.jpg,13786,763
VC1HU0F7NF,Neo_Geo_(system),72.29,http://example.com/img.jpg,12780,801
S0YYFTYWP6,Samsung_Galaxy_E7,52.47,http://example.com/img.jpg,14299,812
DXK1M8LSZS,Virginia_Gentleman,21.26,http://example.com/img.jpg,16050,819
NCEHRW04DD,Sisu_SA-240,47.55,http://example.com/img.jpg,14893,842
MZMRJ9ZUKZ,Walkman_S_Series,77.82,http://example.com/img.jpg,16300,858
T2OWX7SZGN,Stinson_108,79.39,http://example.com/img.jpg,15072,875
NSBZI20L9R,Team_Tango_Tango_2,40.49,http://example.com/img.jpg,15398,904
EXB3U99ZT3,Toshiba_AC100,79.71,http://example.com/img.jpg,15521,927
MST779M9S6,Toyota_iQ,34.1,http://example.com/img.jpg,15803,929
Q7DXY6CPA5,Scion_tC,47.81,http://example.com/img.jpg,14604,929
NKZX3MX6FZ,Tupolev_MTB-2,76.24,http://example.com/img.jpg,15863,935
BDV7RXY2XJ,BMW_X1,25.76,http://example.com/img.jpg,6867,124
VS2LRDIMK3,Bell_D-292,48.35,http://example.com/img.jpg,7016,140
OJWVKG1YFV,BlackBerry_Classic,34.89,http://example.com/img.jpg,7115,150
WKQA3DSRL8,Blue_Yonder_EZ_Flyer,42.91,http://example.com/img.jpg,7141,152
JZBKKLMOTY,Boeing_XP-9,29.8,http://example.com/img.jpg,7281,154
AJYQ770ABM,Bugatti_Model_100,114.16,http://example.com/img.jpg,7496,178
QPWCWM5RXR,Chevrolet_Advance_Design,34.43,http://example.com/img.jpg,7785,210
KAIQQWJ207,WAGR_ADH_class,26.12,http://example.com/img.jpg,16281,239
KORV1GIL49,Phantom_(UAV),50.78,http://example.com/img.jpg,13416,254
NZ9FDN33CN,623,30.94,http://example.com/img.jpg,8755,305
H82JTDJSWE,Ford_Ranchero,30.79,http://example.com/img.jpg,9413,354
XWLJEP6PCT,GAZ_Volga_Siber,35.22,http://example.com/img.jpg,9543,370
YL2DT88Q3T,Silverliner,72.29,http://example.com/img.jpg,14836,384
ZMAYFTVHQ9,Newcastle_Brown_Ale,47.86,http://example.com/img.jpg,12801,426
AJR481C0N9,201_series,40.74,http://example.com/img.jpg,5689,440
YA8QZQYPBM,Jensen_541R,44.31,http://example.com/img.jpg,10815,502
QIEEYB1Q1G,Tokyo_Metro_06_series,65.23,http://example.com/img.jpg,15465,517
U83FKFZXY2,Kyocera_Zio,73.05,http://example.com/img.jpg,11151,537
M8XO1WX4ET,Lockheed_JetStar,66.44,http://example.com/img.jpg,11587,566
WZ9E4FPFLO,Lockheed_L-1049_Super_Constellation,25.14,http://example.com/img.jpg,11591,566
KNGIKNONAN,Lockheed_Martin_FB-22,82.82,http://example.com/img.jpg,11608,567
N943YT1N3F,Mercedes-Benz_W136,49.29,http://example.com/img.jpg,12237,611
XJSH0YEOAA,Morris_Oxford_bullnose,134.29,http://example.com/img.jpg,12663,637
GUNLQATP9M,Northrop_BT,64.27,http://example.com/img.jpg,12977,667
LIT0J2EXF2,40_PS,51.51,http://example.com/img.jpg,13084,679
RUXUK8378H,Dr_Pepper,38.07,http://example.com/img.jpg,8644,708
OTXB34KT4I,Peugeot_207_S2000,44.92,http://example.com/img.jpg,13311,713
SL7VSE58VM,Powertec_RPA,48.63,http://example.com/img.jpg,13624,753
HMR09S85R4,Renault_Voiturette,22.9,http://example.com/img.jpg,13898,763
YIIU2AY8FY,Samsung_Ativ_Tab_7,30.58,http://example.com/img.jpg,14256,812
BVF34G4G2S,Samsung_Galaxy_On5,115.26,http://example.com/img.jpg,14330,812
IU54JZ02BF,Scaled_Composites_Proteus,23.59,http://example.com/img.jpg,14566,820
BZSW6SFPC1,Scaled_Composites_ARES,40.23,http://example.com/img.jpg,14561,820
OA9SHEETMK,X1_(computer),90.48,http://example.com/img.jpg,16401,829
ORAYGBYBX8,Sikorsky_H-5,89.55,http://example.com/img.jpg,14793,835
XL3POA21JW,Spyker_C8,38.93,http://example.com/img.jpg,15025,869
V0VHLRHEDQ,Shaktiman_truck,35.38,http://example.com/img.jpg,14688,967
QWWOK9OUQ0,Wasserboxer,34.59,http://example.com/img.jpg,16314,980
L1X9ETAA5Y,Hamburg_U-Bahn_Type_DT2,39.79,http://example.com/img.jpg,9927,986
ODYVO6RN4C,Alfa_Romeo_Sprint,32.28,http://example.com/img.jpg,6371,58
UO49B04YRU,Jeep_DJ,76.28,http://example.com/img.jpg,10789,71
GLBVTGRE81,Austin_A40_Sports,37.29,http://example.com/img.jpg,6663,103
MP068LNRYS,Avian_Cheetah,50.97,http://example.com/img.jpg,6704,110
HI0USCL22X,Sydney_Steam_Motor_Tram,148.97,http://example.com/img.jpg,15237,128
OYIDZSSSUC,Beechcraft_MQM-107_Streaker,51.52,http://example.com/img.jpg,6969,136
X1JL53SZGV,Beriev_MBR-7,167.07,http://example.com/img.jpg,7058,144
Y1UA4NLLVW,BlackBerry,26.14,http://example.com/img.jpg,7114,150
BK5ET8PF7T,Bugatti_8-cylinder_line,66.57,http://example.com/img.jpg,7493,178
W6IYR5EV6P,Georgian_Railways_Class_VMK_EMU,50.76,http://example.com/img.jpg,9664,182
FPUASA64BI,Cadillac_Cimarron,43.94,http://example.com/img.jpg,7602,184
F3W6W9MKA3,Hubbard_Monoplane,37.93,http://example.com/img.jpg,10322,187
WNWJQAYPE1,Chevrolet_Trax,40.52,http://example.com/img.jpg,7903,210
W53IBLP4AV,Chevrolet_Deluxe,71.4,http://example.com/img.jpg,7837,210
MHM5VC77SG,Fiat_Ducato,91.55,http://example.com/img.jpg,8969,217
X6U0RBSIFR,Continental_Mark_II,43.54,http://example.com/img.jpg,8084,354
BI9ZAAH26H,Ford_Mustang_SVO,33.24,http://example.com/img.jpg,9395,354
P770BO9WA4,W7_Series_Shinkansen,27.91,http://example.com/img.jpg,16276,440
I12V1WU8GB,Hankyu_1000_series,50.0,http://example.com/img.jpg,9969,440
G1XH1SBNSZ,Honda_H4A_transmission,87.88,http://example.com/img.jpg,10219,442
CTPPRGC84F,Huawei_IDEOS,90.78,http://example.com/img.jpg,10309,448
IYTUFI3GXJ,Kaman_K-MAX,68.22,http://example.com/img.jpg,10949,512
HRVKQXV4BY,Korail_Class_1000,59.92,http://example.com/img.jpg,11124,525
MQ99REVKWE,323_series,41.27,http://example.com/img.jpg,5718,525
U51GLQCPAD,Koenigsegg_Agera,28.68,http://example.com/img.jpg,11109,529
TU3IQTFPL8,Martin_Marietta_Spacemaster,40.75,http://example.com/img.jpg,11898,593
ZCHFR72HLQ,Mazda_BT-50,45.28,http://example.com/img.jpg,11966,603
N690SS2VWG,Mercedes-Benz_GLK-Class,84.1,http://example.com/img.jpg,12154,611
HTV37OH8WX,24_engine,115.0,http://example.com/img.jpg,12557,630
RSRRHSRA70,Opel_Senator,90.21,http://example.com/img.jpg,13137,679
KDESV5380J,Opel_Rekord,52.72,http://example.com/img.jpg,13127,679
GZA326GYOL,Opel_Rekord_Series_A,76.81,http://example.com/img.jpg,13129,679
BJC263E2IS,Peugeot_Type_81,31.87,http://example.com/img.jpg,13413,713
QK43OAZGYT,Piper_PA-16_Clipper,32.66,http://example.com/img.jpg,13456,721
QS46TETECJ,Renault_KJ,48.0,http://example.com/img.jpg,13827,763
WOTVPW5RUO,Renault_Monasix,49.28,http://example.com/img.jpg,13843,763
V7H3SCSZ0N,SEAT_Fura,95.46,http://example.com/img.jpg,14143,798
DWVPDC7SFF,Samsung_SGH-F210,58.91,http://example.com/img.jpg,14436,812
LLW5NSFOEM,Sikorsky_R-4,48.77,http://example.com/img.jpg,14797,835
IWJXS001LK,Simca_Aronde,26.79,http://example.com/img.jpg,14850,837
F0OG6N95YO,Sukhoi_Su-24,69.48,http://example.com/img.jpg,15157,883
N4JYCEUHFI,Coca-Cola,29.91,http://example.com/img.jpg,8034,914
OF643GGZ2T,Coca-Cola_Vanilla,38.78,http://example.com/img.jpg,8044,914
MLTXLPPQ7X,Game.com,50.66,http://example.com/img.jpg,9617,921
LN4CP0YPVD,Toyota_Sienna,78.82,http://example.com/img.jpg,15656,929
N4SLJHKUCB,Toyota_Venza,26.19,http://example.com/img.jpg,15679,929
GHCLT67RLU,Xiaomi_Mi_4,33.53,http://example.com/img.jpg,16431,1016
VYNV0EQQHM,AC_Greyhound,52.53,http://example.com/img.jpg,5920,3
W02L9CC2M2,Aeritalia_F-104S_Starfighter,52.07,http://example.com/img.jpg,6030,19
YP29YDT01V,Aeros_Style,46.08,http://example.com/img.jpg,6125,32
IOAV6HQ8CJ,Aeros-2,17.92,http://example.com/img.jpg,6115,32
K85WHT0M8U,Harrier_Jump_Jet,21.82,http://example.com/img.jpg,9974,122
GLLBD3ZCXS,Delta_III,27.16,http://example.com/img.jpg,8529,154
CN2KJG5N5D,Buenos_Aires_Underground_200_Series,41.14,http://example.com/img.jpg,7491,215
VMA3MGE0AT,Curtiss_Model_N,54.51,http://example.com/img.jpg,8180,246
K5SPP5CK31,100_PS,104.83,http://example.com/img.jpg,12266,263
I9RD9BC8EZ,Ford_Granada_(North_America),62.18,http://example.com/img.jpg,9346,354
B5K87OW00Z,Fresh_Breeze_Airbass,43.87,http://example.com/img.jpg,9505,365
MKR3D0C227,Heinkel_He_63,21.24,http://example.com/img.jpg,10031,427
JSOW90W4HS,Osaka_Monorail_1000_series,32.7,http://example.com/img.jpg,13171,440
L7QKZDU7X0,Holden_HK,42.58,http://example.com/img.jpg,10147,441
IZMTT5TH14,IKA-Renault_Torino,70.75,http://example.com/img.jpg,10489,475
JKJ43E6CC3,Jaguar_Mark_2,60.04,http://example.com/img.jpg,10702,496
MRYHB36255,Jaguar_Mark_VII,87.15,http://example.com/img.jpg,10706,496
